time,pitch
0.023219954648526078,--undefined--
0.046439909297052155,--undefined--
0.06965986394557823,--undefined--
0.09287981859410431,--undefined--
0.11609977324263039,--undefined--
0.13931972789115646,--undefined--
0.16253968253968254,--undefined--
0.18575963718820862,--undefined--
0.2089795918367347,--undefined--
0.23219954648526078,--undefined--
0.25541950113378686,--undefined--
0.2786394557823129,--undefined--
0.301859410430839,--undefined--
0.3250793650793651,--undefined--
0.3482993197278912,--undefined--
0.37151927437641724,--undefined--
0.3947392290249433,--undefined--
0.4179591836734694,--undefined--
0.44117913832199546,--undefined--
0.46439909297052157,--undefined--
0.4876190476190476,--undefined--
0.5108390022675737,--undefined--
0.5340589569160998,--undefined--
0.5572789115646258,--undefined--
0.5804988662131519,--undefined--
0.603718820861678,--undefined--
0.626938775510204,--undefined--
0.6501587301587302,--undefined--
0.6733786848072563,--undefined--
0.6965986394557824,--undefined--
0.7198185941043084,--undefined--
0.7430385487528345,--undefined--
0.7662585034013606,--undefined--
0.7894784580498866,--undefined--
0.8126984126984127,--undefined--
0.8359183673469388,--undefined--
0.8591383219954649,--undefined--
0.8823582766439909,--undefined--
0.905578231292517,--undefined--
0.9287981859410431,--undefined--
0.9520181405895691,--undefined--
0.9752380952380952,--undefined--
0.9984580498866214,--undefined--
1.0216780045351475,--undefined--
1.0448979591836736,--undefined--
1.0681179138321997,--undefined--
1.0913378684807256,821.6009071551647
1.1145578231292517,--undefined--
1.1377777777777778,--undefined--
1.1609977324263039,--undefined--
1.18421768707483,--undefined--
1.207437641723356,--undefined--
1.2306575963718822,--undefined--
1.253877551020408,--undefined--
1.2770975056689342,281.2760753097606
1.3003174603174603,294.6256425486825
1.3235374149659864,296.17821993554725
1.3467573696145125,296.6649913255341
1.3699773242630386,297.0835297263162
1.3931972789115648,301.09773386742575
1.4164172335600906,310.4408891135667
1.4396371882086167,322.2610084842009
1.4628571428571429,336.119271902296
1.486077097505669,127.72494292960974
1.509297052154195,69.82294526120711
1.5325170068027212,65.83925597876389
1.5557369614512473,65.37069051901459
1.5789569160997732,65.21696235325986
1.6021768707482993,78.54239624117722
1.6253968253968254,80.97352034898076
1.6486167800453515,80.95114796784574
1.6718367346938776,67.83056061070508
1.6950566893424037,66.07574916186377
1.7182766439909298,67.14369695311157
1.7414965986394557,67.27137733279608
1.7647165532879818,66.46241023926098
1.787936507936508,296.75893067130914
1.811156462585034,331.27122346121934
1.8343764172335602,307.3899377296293
1.8575963718820863,285.7313311794405
1.8808163265306124,--undefined--
1.9040362811791383,--undefined--
1.9272562358276644,75.23450930945715
1.9504761904761905,67.38702042769346
1.9736961451247166,66.21270906403358
1.9969160997732427,65.68248073752923
2.020136054421769,65.81859769032617
2.043356009070295,66.45064837724847
2.066575963718821,66.5393107858473
2.089795918367347,65.98016525015783
2.1130158730158732,297.03449194164205
2.1362358276643993,340.2820787346101
2.159455782312925,333.4936826345557
2.182675736961451,307.4328689506315
2.2058956916099772,306.8346563496215
2.2291156462585033,343.8465591008308
2.2523356009070294,346.03102080350425
2.2755555555555556,344.8952418748341
2.2987755102040817,344.9584389072044
2.3219954648526078,345.02837319429983
2.345215419501134,360.0481226000481
2.36843537414966,373.52826219899083
2.391655328798186,375.82043152371034
2.414875283446712,364.3656667758829
2.4380952380952383,--undefined--
2.4613151927437644,--undefined--
2.48453514739229,--undefined--
2.507755102040816,--undefined--
2.5309750566893423,--undefined--
2.5541950113378684,--undefined--
2.5774149659863945,304.1461535401258
2.6006349206349206,298.93335323027395
2.6238548752834467,298.3044196002622
2.647074829931973,297.6262052512445
2.670294784580499,304.0444215968035
2.693514739229025,311.18674219618094
2.716734693877551,308.0489823394644
2.7399546485260773,301.06356117228967
2.7631746031746034,302.2585918779285
2.7863945578231295,308.7267040936763
2.809614512471655,318.25672726944237
2.8328344671201813,321.1255977900751
2.8560544217687074,313.0584312214155
2.8792743764172335,--undefined--
2.9024943310657596,--undefined--
2.9257142857142857,944.8719163619452
2.948934240362812,--undefined--
2.972154195011338,--undefined--
2.995374149659864,--undefined--
3.01859410430839,--undefined--
3.0418140589569163,--undefined--
3.0650340136054424,--undefined--
3.0882539682539685,--undefined--
3.1114739229024946,--undefined--
3.1346938775510207,--undefined--
3.1579138321995464,--undefined--
3.1811337868480725,--undefined--
3.2043537414965986,214.84593869969748
3.2275736961451247,227.02974619852154
3.250793650793651,225.20895929033856
3.274013605442177,223.91960205690728
3.297233560090703,230.89763029003623
3.320453514739229,239.91204984089194
3.3436734693877552,239.4326041908781
3.3668934240362813,227.25599389157856
3.3901133786848074,214.88439148365677
3.4133333333333336,--undefined--
3.4365532879818597,--undefined--
3.4597732426303858,--undefined--
3.4829931972789114,--undefined--
3.5062131519274375,233.4101442653798
3.5294331065759637,233.03835393288733
3.5526530612244898,228.14048035740322
3.575873015873016,227.54932382609022
3.599092970521542,228.72656326689108
3.622312925170068,230.90475932793453
3.645532879818594,232.19881963165963
3.6687528344671203,234.1409570827391
3.6919727891156464,230.538086522089
3.7151927437641725,231.20607700573254
3.7384126984126986,226.11801994134615
3.7616326530612247,221.90561490699287
3.784852607709751,221.61640788616555
3.8080725623582765,223.3713194816827
3.8312925170068026,233.07244285501886
3.8545124716553287,253.7171351373162
3.877732426303855,286.6247229262699
3.900952380952381,306.4108228156012
3.924172335600907,307.55273575929397
3.947392290249433,313.8759138073776
3.9706122448979593,331.8909894562126
3.9938321995464854,344.5898952147845
4.017052154195011,353.9868086061968
4.040272108843538,355.0546876641256
4.063492063492063,354.898190983243
4.08671201814059,354.6449174731453
4.1099319727891155,312.34571597994034
4.133151927437642,--undefined--
4.156371882086168,844.7463313500111
4.179591836734694,--undefined--
4.20281179138322,277.91494076601396
4.2260317460317465,294.3904760091423
4.249251700680272,302.21860021003454
4.272471655328799,301.5824265674264
4.295691609977324,297.63675564553336
4.31891156462585,301.4417572938262
4.342131519274377,305.59394574295516
4.365351473922902,308.94604495218147
4.388571428571429,311.70104873872407
4.4117913832199545,313.81360659805864
4.435011337868481,297.2907440946058
4.458231292517007,274.70645175513226
4.481451247165533,--undefined--
4.504671201814059,--undefined--
4.527891156462585,340.13394156771585
4.551111111111111,338.8639870972419
4.574331065759638,331.3834217513399
4.597551020408163,332.2425531776194
4.62077097505669,337.35007500692655
4.6439909297052155,351.54138835058285
4.667210884353741,384.2136092604869
4.690430839002268,--undefined--
4.713650793650793,--undefined--
4.73687074829932,--undefined--
4.760090702947846,--undefined--
4.783310657596372,--undefined--
4.806530612244898,--undefined--
4.829750566893424,--undefined--
4.85297052154195,83.49286389570955
4.876190476190477,69.87705025065151
4.899410430839002,65.84584845044822
4.922630385487529,65.3911970976125
4.9458503401360545,81.31898664721939
4.96907029478458,89.90950788462996
4.992290249433107,93.72683063575366
5.015510204081632,94.15041294616046
5.038730158730159,93.19101067585564
5.061950113378685,92.32637134371535
5.085170068027211,341.6905115710217
5.108390022675737,351.32744169792727
5.131609977324263,--undefined--
5.154829931972789,--undefined--
5.178049886621316,282.3616438005442
5.201269841269841,283.1669096613506
5.224489795918368,297.35490451568495
5.2477097505668935,305.7512786411166
5.27092970521542,300.61754984911903
5.294149659863946,293.7826109646814
5.317369614512471,292.1340616112108
5.340589569160998,298.8036319469574
5.363809523809524,304.90916629132124
5.38702947845805,309.15921212546755
5.410249433106576,307.899337698598
5.433469387755102,306.2663732792773
5.456689342403628,306.1386802286285
5.479909297052155,304.9069505468175
5.50312925170068,305.99611322254856
5.526349206349207,307.7714314434187
5.5495691609977325,308.5103455150873
5.572789115646259,311.4799129066167
5.596009070294785,316.0437377510615
5.61922902494331,318.46384472835234
5.642448979591837,318.93212144222207
5.6656689342403626,315.22556519131547
5.688888888888889,315.6598108182465
5.712108843537415,320.06421197679583
5.735328798185941,321.8958012635334
5.758548752834467,322.9652878053808
5.7817687074829935,--undefined--
5.804988662131519,--undefined--
5.828208616780046,--undefined--
5.851428571428571,--undefined--
5.874648526077098,--undefined--
5.897868480725624,--undefined--
5.92108843537415,--undefined--
5.944308390022676,--undefined--
5.9675283446712015,--undefined--
5.990748299319728,--undefined--
6.013968253968254,--undefined--
6.03718820861678,--undefined--
6.060408163265306,--undefined--
6.0836281179138325,--undefined--
6.106848072562358,--undefined--
6.130068027210885,--undefined--
6.15328798185941,370.2176824507463
6.176507936507937,375.8504702491817
6.199727891156463,141.5144750379061
6.222947845804989,95.73041650512317
6.246167800453515,94.72001818079237
6.269387755102041,93.66073134471549
6.292607709750567,92.69457164091755
6.315827664399093,92.24395835935714
6.339047619047619,92.71606382049501
6.362267573696145,92.72475116013112
6.3854875283446715,90.14587208949017
6.408707482993197,91.38428067249394
6.431927437641724,92.15067466000211
6.455147392290249,92.25937650005976
6.478367346938776,92.07845840839462
6.501587301587302,91.64048582141746
6.524807256235828,96.27354183568788
6.548027210884354,95.54245488256106
6.57124716553288,93.0453101208015
6.594467120181406,91.78949009799318
6.617687074829932,95.09679541752045
6.640907029478458,99.0564446242036
6.664126984126984,100.1769734520714
6.6873469387755105,99.4377775357075
6.710566893424036,99.19601831019959
6.733786848072563,99.43537618245118
6.757006802721088,96.79056375347976
6.780226757369615,151.03932445748376
6.8034467120181406,--undefined--
6.826666666666667,--undefined--
6.849886621315193,85.60766222935443
6.873106575963719,91.21655498476801
6.896326530612245,94.69687266051275
6.9195464852607715,94.42644737096498
6.942766439909297,93.8037550728233
6.965986394557823,93.8872070175296
6.989206349206349,93.96155035512352
7.012426303854875,94.11044627457905
7.035646258503402,93.51604255650634
7.058866213151927,91.36105211301694
7.082086167800454,325.2846635089355
7.1053061224489795,336.19975827419813
7.128526077097506,297.6000735979423
7.151746031746032,282.79505308765107
7.174965986394558,303.36633045329336
7.198185941043084,311.6733654621449
7.2214058956916105,317.315070116716
7.244625850340136,319.12493751357204
7.267845804988662,317.5132198340762
7.291065759637188,317.95794063378145
7.314285714285714,326.6775650521075
7.337505668934241,340.52217323942455
7.360725623582766,360.1093150415914
7.383945578231293,381.28175286726855
7.4071655328798185,--undefined--
7.430385487528345,--undefined--
7.453605442176871,--undefined--
7.476825396825397,320.32431947333686
7.500045351473923,315.8313688782675
7.5232653061224495,311.77916243966854
7.546485260770975,306.1726986456895
7.569705215419502,307.03241856062505
7.592925170068027,320.722157463279
7.616145124716553,109.46309399455262
7.63936507936508,67.03188365141577
7.662585034013605,66.41887262605783
7.685804988662132,66.02377497524364
7.7090249433106575,66.40001574539342
7.732244897959184,66.54217114298342
7.75546485260771,66.27055877930762
7.778684807256236,66.69440708275609
7.801904761904762,81.9815094918985
7.8251247165532885,70.7057550019911
7.848344671201814,67.45816008276246
7.871564625850341,66.91002452739
7.894784580498866,65.8536453821035
7.918004535147393,65.1371170215717
7.9412244897959186,65.33128226048133
7.964444444444444,66.44384923768044
7.987664399092971,66.77027082328748
8.010884353741497,66.39580439251266
8.034104308390022,65.77825398156867
8.057324263038549,65.63224009082192
8.080544217687075,65.77159173393983
8.103764172335602,66.0232421961776
8.126984126984127,66.05788180402547
8.150204081632653,65.75344483466255
8.17342403628118,65.23071419747646
8.196643990929706,100.5821520927504
8.219863945578231,105.85736687904074
8.243083900226758,104.39882632558584
8.266303854875284,283.49954648424995
8.289523809523809,325.6473519886876
8.312743764172335,326.4589695652616
8.335963718820862,319.1329101714853
8.359183673469389,--undefined--
8.382403628117913,--undefined--
8.40562358276644,--undefined--
8.428843537414966,--undefined--
8.452063492063493,--undefined--
8.475283446712018,--undefined--
8.498503401360544,--undefined--
8.52172335600907,--undefined--
8.544943310657597,--undefined--
8.568163265306122,--undefined--
8.591383219954649,--undefined--
8.614603174603175,--undefined--
8.6378231292517,--undefined--
8.661043083900227,--undefined--
8.684263038548753,--undefined--
8.70748299319728,--undefined--
